id;hotel_name;address;stars;phone;website;ostrovok_url;source_url;enrichment_source
82;Апарт-отель Петровский парк Syncotel;Большой Коптевский проезд, д. 3 строение 7, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10591033/travelto_petrovskiy_park_aparthotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
83;Гостиница Парк Тауэр;Дмитровское шоссе 27, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7401579/molodozhny/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
84;Отель Будапешт;Улица Петровские линии 2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7467391/otel_budapesht/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
85;Отель The St. Regis Moscow Nikolskaya;Никольская ул., 12, Москва;5;+7 495 967-77-76;https://stregis.com;https://ostrovok.ru/hotel/russia/moscow/mid7710430/the_st_regis_moscow_nikolskaya/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;moscow_hotels_contacts.csv
86;Отель Marins Москва Пражская;Кировоградская улица, д.11, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13330344/marins_park_hotel_moskva_prazhskaya_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
87;Doubletree by Hilton Moscow - Marina;Ленинградское шоссе, 39 строение 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8313259/doubletree_by_hilton_hotel_moscow__marina/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
88;Апарт-отель Idera;Рязанский проспект, д.2к3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13106596/idera_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
89;Отель Интурист Коломенское;Каширское Шоссе,д. 39 стр. Б, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8126782/kolomenskoye__2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
90;Отель Arium by Brosko;ул. Малая Дмитровка, д 25, строение 3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8745790/arium_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
91;Гостиница Арбат Хауc;Скатертный переулок, дом 13, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7601703/gostinitsa_arbat_house_byvshaia_melodiia/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
92;Бутик-отель Палаты Хованских;Старопименовский переулок, д.11с2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid11341011/palaty_khovanskikh_butikhotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
93;Гостиница Сретенская;улица Сретенка, д.15, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7400794/sretenskaya_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
94;Отель Marco Polo by Moss Hospitality;Спиридоньевский переулок, д. 9, стр. 1., Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7467371/otel_marko_polo_presnia/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
95;Отель V Hotel Tverskaya;Малый Палашевский переулок,  д.5, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9080044/vhotel_tverskaya/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
96;Лотте Отель Москва;Новинский Бульвар, д. 8, стр. 2, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid7382812/lotte_otel_moskva/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
97;Апарт-отель Adagio Москва Павелецкая;Бахрушина ул., д.11, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7864897/adagio_moscow_paveletskaya_4/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
98;DoubleTree by Hilton Moscow — Vnukovo Airport;улица 2-я Рейсовая, дом 2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8848335/doubletree_by_hilton_moscow_vnukovo_airport/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
99;Отель Мандарин Москва;улица Ольховская, д.23, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7467339/mandarin_moscow_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
100;Отель Петровский Путевой Дворец;проспект Ленинградский, д. 40, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid7741454/petrovskii_putevoi_dvorets/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
101;Гостиница Park Inn, Одинцово;улица Маршала Неделина, д.8, Одинцово;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7668697/park_inn_by_radisson_odintsovo/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
102;Гостиница Пекин;улица Большая садовая 5, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7465127/gostinitsa_pekin/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
103;Отель Мегаполис Новокузнецкая 4*;улица Большая Татарская, д. 46, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13745318/megapolis_hotel_5/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
104;Отель Spektrcity Taganskaya;улица Воронцовская, д. 20, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid11024207/spektrcity_taganskaya_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
105;Апарт-отель Ap-in;улица Василисы Кожиной, д. 13, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9996446/apin_aparts/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
106;Отель Максима Домодедово;"Аэропорт Домодедово, территория ""Аэропорт ""Домодедово"", строение 53, Москва";4;;;https://ostrovok.ru/hotel/russia/moscow/mid10249097/maxima_domodedovo/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
107;Отель Barin Residence Grand&Myasnitskaya;Милютинский пер., 2, Москва, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9157844/barin_residence_grand/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
108;Отель Пётр I;улица Неглинная, 17, стр. 1, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid7467388/peter_1/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
109;Отель Милан;улица Шипиловская, д.28 А, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7573441/milan_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
110;Отель Пушкин;Настасьинский переулок, д.5 стр. 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8037921/otel_pushkin/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
111;Tverskoy Boutique Hotel;Старопименовский переулок, д. 11/6, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid6297673/miniotel_sleepy_tom/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
112;Отель Миа Милано;Кутузовский проспект, д.30, подъезд 11 А, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9083383/mia_milano_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
113;Отель Де Пари;улица Большая Бронная, 23, строение 3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7681565/otel_de_pari/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
114;Отель Hartwell;улица Садовая-Кудринская, д.21/5, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8735752/ooo_hartvel_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
115;Отель Riverside;Кутузовский проспект, д.2/1 строение 1Б, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8737742/riverside_hotel_40/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
116;Отель Гостиница Скайвью Сити;Большая Никитская 24/1 с.6, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7058678/status_hotel_5/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
117;Отель SK Royal Москва;Дмитровское шоссе, д.163А, корп.2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7815497/skroyal_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
118;Отель Акварель;Столешников переулок, 12с3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7378024/akvarel_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
119;Отель Веллион Сухаревский;Большая Спасская улица, д.13с1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9078221/vellion_sukharevsky/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
120;Отель Борис Годунов;Нижний кисельный переулок, дом 4 , Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid6431725/otel_godunov/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
121;Мясницкий Бутик Отель;улица Мясницкая, д.14/2 стр.1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9022928/myasnitskiy_boutique_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
122;Отель Чайковский;улица Большая Никитская, д.24/1 стр.6, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8733261/tchaikovsky_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
123;Гостиница Бега;Беговая аллея, д.11, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7590905/bega_hotel_/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
124;Отель СПА Palmira Garden;ул. Школьная 92, Видное;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9291179/palmira_garden_hotel_spa_palmira_garden/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
125;Чехофф Отель Москва Кьюрио Коллекшен Хилтон;улица Малая Дмитровка, д. 11, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid9023595/chekhoff_hotel_moscow_curio_collection_by_hilton/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
126;Арарат Парк Хаятт Москва;Неглинная ул., 4, Москва, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid7599730/ararat_park_khaiatt/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
127;Апарт-Отель Page 20;улица Новый Арбат, дом 15, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9768720/page_20/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
128;Отель Дизайн Сенатор;Лубянский проезд, д. 7/1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8877301/senator_hotel_8/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
129;Апарт-отель Intermark Residence;улица Новый Арбат, д. 15, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9024447/intermark_residence_apartments/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
130;Отель Максима Панорама;улица Мастеркова, д.4, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7467382/maxima_panorama_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
131;Отель Амато;Сыромятнический проезд, д.4 строение 2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10470292/amato_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
132;Отель На Казачьем;1-й Казачий переулок, д.4, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7594715/hotel_in_kazachy_pereulok/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
133;Бутик-отель Axis.Moscow Heritage;улица Покровка, д. 10, стр. 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid11292139/axismoscow_heritage_aparthotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
134;Отель Райкин Плаза;Улица Шереметьевская, д. 6, к. 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7930655/raikin_plaza_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
135;Бутик-отель Семь Слонов;ул. Маросейка , 7/8 стр.1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13108661/7_slonov_boutique_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
136;Отель Garden Embassy;Ботанический переулок, д. 5, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid6344236/garden_embassy_apartments/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
137;Отель Barvikha Hotel&SPA;Рублёво-Успенское шоссе, 114/3, Барвиха;5;;;https://ostrovok.ru/hotel/russia/moscow/mid7404974/barvikha_otel_i_spa/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
138;Отель Севастополь Гранд Классик;улица Большая Юшуньская, д. 1А к1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7625812/sevastopol_hotel_bld2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
139;Гринвуд Отель;МКАД, 72, бизнес-центр «Гринвуд», строение 24, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7624861/melior_greenwood_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
140;Отель East Gate;пр. Ленина, д. 25, Балашиха;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7778713/east_gate_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
141;Отель Кунь Лунь;Осташковское шоссе, вл52с4, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10013909/kunlun/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
142;Легендарный отель Советский;Ленинградский проспект, д.32/2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7467335/sovetsky_historical_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
143;Дизайн-отель СтандАрт;бульвар Страстной, д.2, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid6783512/standart_hotel_moscow/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
144;Отель Волынское Конгресс-Парк;улица Староволынская, владение 9, стр. 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7590591/congresspark_volynskoe_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
145;Отель Moscow Holiday;улица Мневники, дом 3, корп. 2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8664628/moscow_holiday_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
146;1 Арт Отель;Староалексеевская улица, д.20, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9764903/1_art_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
147;Гостиница Апарт-отель Raido.Moscow History;Ходынский бульвар, д.2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13099355/moscow_history_apartments/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
148;Мини-отель Дом Художников Коровиных;Товарищеский переулок, д.24, стр.4, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13122954/dom_khudozhnikov_korovinykh_minihotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
149;Града Бутик Отель;ул. Кузнецкий мост, д.6/3, корп.3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8853263/grada_boutique_hotel_ex_kyznetskiy_inn_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
150;Отель Magic Harp;Лялин переулок, 3с3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid11020434/magic_harp_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
151;Cosmos Москва Шереметьево Аэропорт Отель;шоссе Международное, владение 1а, Химки;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7597228/park_inn_by_radisson_sheremetyevo_airport_moscow/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
152;Апарт-отель Mamaison All-Suites Spa Pokrovka Moscow;ул. Покровка, д. 40 стр. 2, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid7590428/mamaison_allsuites_spa_hotel_pokrovka/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
153;Бутик-Отель П 17 / P 17 Hotel;улица Петровка, д. 17, строение 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9741283/p_17_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
154;Отель Графский;улица Льва Толстого, дом 23, строение 5, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8660400/hotel_grafskij/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
155;Отель Амбассадори;Улица Остоженка 32, строение 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7464651/kebur_palace_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
156;Отель Фуд Сити;Калужское шоссе, 22-й километр, д.10с23, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9761064/fud_siti_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
157;Гостиница Даниловская;Большой Староданиловский переулок, д.5, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7378628/danilovskaya_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
158;Принц Парк Отель;Новоясеневский проспект, д.1 Б, корп. 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid6458819/prince_park_hotel_/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
159;Отель Немчиновка-парк;улица 2-я Запрудная, д. 46, Немчиновка;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7715901/otel_nemchinovkapark/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
160;Отель ПостоялецЪ;улица Свободы, д. 1, Одинцово;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7969166/postoyalets_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
161;Сити Отель 1905;Шмитовский проезд, д. 3, строение 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8869200/city_hotel_1905/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
162;Отель Садовое Кольцо;Пр-т Мира, д. 14, стр. 2, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid7394603/sadovoe_koltso_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
163;Отель Sadovnicheskaya City Center;Садовническая улица, д. 20, стр. 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9997889/sadovnicheskaya_city_center_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
164;Отель Садовническая;улица Садовническая , д.20, стр.1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8660616/sadovnicheskaya/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
165;Отель Gentalion;улица 1-я Брестская, д. 38, стр. 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7779256/otel_gentalion/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
166;Мини-отель Гнёздышко;Пер. Малый Гнездниковский д. 9 с. 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10125619/gnyozdyshko_minihotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
167;Отель Norke Prime Курская;переулок Яковоапостольский, д. 9/3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10272479/hotel_norke_prime_kurskaya/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
168;Отель Курортно - развлекательный комплекс Внуково Вилладж (Vnukovo Village);д. Картмазово, ул. Киевская, д. 4, Картмазово;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13392663/hotel_kurortno_razvlekatelny_kompleks_vnukovo_villadzh_vnukovo_village/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
169;Отель Меншиков;Архангельский переулок, д.15, стр. 3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9005421/menshikov_boutique_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
170;Soderis Residence & Spa;2-я Бородинская улица, 20, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9209124/soderis_residence_spa_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
171;Отель Sunflower Внуково ZONT Hotel Group;улица Хабарова, д. 2, вход 2, этаж 6, Московский;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8748293/inside_moskovskiy/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
172;Апарт-отель «﻿На высоте﻿»;улица Мосфильмовская, дом 74Б, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9210977/panorama_aparthotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
173;Отель Набат;улица Арбат, д.28/1 ст.2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9091240/nabat_palace_arbat_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
174;Отель Дворец Ирины Винер;улица Лужники, д.24, стр.24, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9721453/dvorets_gimnastiki_irinyi_vinerusmanovoj_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
175;Отель ApeironSpace;Раушская набережная, д. 4/5, 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10627179/apeironspace_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
176;AZIMUT Сити Отель Комсити Москва;Киевское шоссе, 22-й километр, 6А с3, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10292782/hotel_azimut_siti_hotel_komsiti_moskva/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
177;Отель Хитровка;Певческий переулок, д.4, стр.1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7660730/hitrovka_hotel_2/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
178;Отель MYS BOUTIQUE HOTEL;Кривоколенный переулок, дом 10, строение 4, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid10674888/mys_boutiqueotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
179;Апарт-отель Ханой-Москва;Ярославское шоссе, д. 146/2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8495398/in_mfk_hanoymoskva_aparthotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
180;Отель Рига Ленд;26 км автодороги «Балтия» стр. 6, БЦ «РигаЛенд», Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8337574/gostinitsa_rigaland/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
181;Бутик-Отель Арбат 6;улица Арбат, д.6/2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8745238/arbat_6_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
182;Отель Лесной Кантри Хауз;поселок Лесной городок, улица Школьная, д. 6 А, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8744327/lesnoy_country_house_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
183;Апарт-отель Гринстоун;Россия, Москва, ул. Большая Переяславская, д. 14, стр. 1, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10093965/greenstone_apartmens/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
184;Отель В.60;1-я Брестская улица, д.60, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9823318/b60_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
185;Бутик-Отель Регул;Дегтярный переулок, д. 8/2, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid8848163/russkie_sezonyi/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
186;Боулинг-отель Новые Горки;мкр. Первомайский, ул. Мира д. 37, Королёв;4;;;https://ostrovok.ru/hotel/russia/moscow/mid7709714/boulingotel_novye_gorki/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
187;Апарт-отель Тета Измайлово;Окружной проезд, д.10Б помещ.529, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13314245/teta_izmaylovo_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
188;Бутик-Отель Люмьер;улица Мясницкая, д. 16, помещ. 1/5, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid9084809/lyumer_butikhotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
189;Бутик-отель Румс;улица Николоямская, д. 38/23, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid8169297/otel_the_rooms/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
190;Апарт-Отель Веста;улица Трудовая, д.3а, Королёв;4;;;https://ostrovok.ru/hotel/russia/moscow/mid10161790/vesta_aparthotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
191;Отель Резиденция Булгакова;Большой Палашевский переулок, д.9 стр. 2, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid8737626/bulgakov_residence/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
192;Отель Grand Wellness Hotel & Spa 5*;ул. Гагарина, д. 23,Красногорский район, Николо-Урюпино;5;;;https://ostrovok.ru/hotel/russia/moscow/mid7999298/novahoff_geospa/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
193;Отель Грегори;улица Бауманская, д.58/3с5, Москва;4;;;https://ostrovok.ru/hotel/russia/moscow/mid13647491/gregori_hotel/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
194;Stella di Mosca by BVLGARI Hotels;Большая Никитская улица 9, Москва;5;;;https://ostrovok.ru/hotel/russia/moscow/mid11196975/hotel_stella_di_mosca/;https://ostrovok.ru/hotel/russia/moscow/?stars=5.4;ostrovok_listing
